1333735088 79 75.4
1333735112 76 75.46
1333735137 74 75.314
1333735163 76 75.3826
1333735188 73 75.14434
1333735215 76 75.229906
1333735241 62 73.9069154
1333735274 72 73.71622386
1333735301 76 73.944601474
1333735327 75 74.0501413266
1333735355 63 72.94512719394
1333735397 66 72.250614474546
1333735427 80 73.0255530270914
1333735455 74 73.1229977243823
1333735484 76 73.4106979519441
1333735510 74 73.4696281567497
1333735536 83 74.4226653410747
1333735561 65 73.4803988069672
1333735594 67 72.8323589262705
1333735627 66 72.1491230336435
1333735658 61 71.0342107302791
1333735695 68 70.7307896572512
1333735723 67 70.3577106915261
1333735752 65 69.8219396223735
1333735783 67 69.5397456601361
1333735816 64 68.9857710941225
1333735846 69 68.9871939847103
1333735873 64 68.4884745862393
1333735905 70 68.6396271276153
1333735932 66 68.3756644148538
1333735962 67 68.2380979733684
1333735992 67 68.1142881760316
1333736020 70 68.3028593584284
1333736047 70 68.4725734225856
1333736075 67 68.325316080327
1333736104 67 68.1927844722943
1333736133 64 67.7735060250649
1333736163 65 67.4961554225584
1333736192 68 67.5465398803026
1333736220 71 67.8918858922723
1333736248 68 67.9026973030451
1333736276 69 68.0124275727406
1333736304 64 67.6111848154665
1333736333 66 67.4500663339199
1333736363 66 67.3050597005279
1333736393 67 67.2745537304751
1333736422 68 67.3470983574276
1333736450 69 67.5123885216848
1333736478 67 67.4611496695163
1333736506 66 67.3150347025647
1333736536 71 67.6835312323082
1333736563 70 67.9151781090774
1333736590 68 67.9236602981697
1333736619 72 68.3312942683527
1333736646 71 68.5981648415174
1333736673 73 69.0383483573657
1333736699 74 69.5345135216291
1333736725 72 69.7810621694662
1333736752 69 69.7029559525196
1333736780 67 69.4326603572676
1333736809 73 69.7893943215409
1333736836 71 69.9104548893868
1333736865 72 70.1194094004481
1333736891 69 70.0074684604033
1333736919 71 70.106721614363
1333736948 69 69.9960494529267
1333736976 73 70.296444507634
1333737003 63 69.5668000568706
1333737033 64 69.0101200511835
1333737063 63 68.4091080460652
1333737093 65 68.0681972414587
1333737123 71 68.3613775173128
1333737151 65 68.0252397655815
1333737180 70 68.2227157890234
1333737208 65 67.900444210121
1333737237 68 67.9103997891089
1333737266 72 68.319359810198
1333737292 83 69.7874238291782
1333737315 76 70.4086814462604
1333737341 80 71.3678133016344
1333737366 74 71.631031971471
1333737395 79 72.3679287743239
1333737420 74 72.5311358968915
1333737448 71 72.3780223072023
1333737476 76 72.7402200764821
1333737502 76 73.0661980688339
1333737528 77 73.4595782619505
1333737553 68 72.9136204357554
1333737585 75 73.1222583921799
1333737611 76 73.4100325529619
1333737637 86 74.6690292976657
1333737660 75 74.7021263678991
1333737686 74 74.6319137311092
1333737712 73 74.4687223579983
1333737739 74 74.4218501221985
1333737766 79 74.8796651099786
1333737792 77 75.0916985989808
1333737817 79 75.4825287390827
1333737843 76 75.5342758651744
1333737869 84 76.380848278657
1333737892 75 76.2427634507913
1333737921 77 76.3184871057122
1333737947 69 75.586638395141
1333737978 68 74.8279745556269
1333738006 76 74.9451771000642
1333738032 76 75.0506593900577
1333738057 73 74.845593451052
1333738084 81 75.4610341059468
1333738109 77 75.6149306953521
1333738133 83 76.3534376258169
1333738157 80 76.7180938632352
1333738181 66 75.6462844769117
1333738210 65 74.5816560292205
1333738240 61 73.2234904262985
1333738271 62 72.1011413836686
1333738302 64 71.2910272453018
1333738332 62 70.3619245207716
1333738363 60 69.3257320686944
1333738395 62 68.593158861825
1333738425 69 68.6338429756425
1333738454 69 68.6704586780783
1333738483 65 68.3034128102704
1333738512 61 67.5730715292434
1333738544 60 66.8157643763191
1333738575 63 66.4341879386871
1333738605 63 66.0907691448184
1333738636 86 68.0816922303366
1333738658 69 68.1735230073029
1333738687 64 67.7561707065727
1333738716 60 66.9805536359154
1333738748 61 66.3824982723239
1333738780 57 65.4442484450915
1333738814 62 65.0998236005823
1333738845 61 64.6898412405241
1333738876 63 64.5208571164717
1333738907 56 63.6687714048245
1333738946 57 63.0018942643421
1333738985 50 63.0018942643421
1333739044 63 63.0017048379079
1333739074 61 62.8015343541171
1333739106 63 62.8213809187054
1333739136 63 62.8392428268348
1333739166 62 62.7553185441514
1333739197 62 62.6797866897362
1333739228 63 62.7118080207626
1333739258 62 62.6406272186863
1333739289 59 62.2765644968177
1333739321 62 62.2489080471359
1333739352 64 62.4240172424224
1333739382 67 62.8816155181801
1333739411 63 62.8934539663621
1333739441 63 62.9041085697259
1333739471 63 62.9136977127533
1333739502 66 63.222327941478
1333739531 84 65.3000951473302
1333739555 80 66.7700856325972
1333739581 71 67.1930770693374
1333739608 69 67.3737693624037
1333739636 67 67.3363924261633
1333739664 71 67.702753183547
1333739692 62 67.1324778651923
1333739724 64 66.8192300786731
1333739754 65 66.6373070708058
1333739785 74 67.3735763637252
1333739810 71 67.7362187273527
1333739842 74 68.3625968546174
1333739868 70 68.5263371691557
1333739895 70 68.6737034522401
1333739923 69 68.7063331070161
1333739951 73 69.1356997963145
1333739977 72 69.422129816683
1333740004 71 69.5799168350147
1333740031 66 69.2219251515133
1333740059 66 68.8997326363619
1333740088 67 68.7097593727257
1333740118 73 69.1387834354532
1333740144 67 68.9249050919078
1333740173 65 68.5324145827171
1333740202 63 67.9791731244454
1333740233 68 67.9812558120008
1333740261 65 67.6831302308007
1333740291 67 67.6148172077207
1333740319 71 67.9533354869486
1333740347 63 67.4580019382537
1333740378 72 67.9122017444284
1333740404 69 68.0209815699855
